application_id,timestamp,applicant_age,annual_income,employment_type,employer_name,requested_amount,loan_purpose,loan_purpose_text,id_document_filename,device_id,ip_hash,session_duration_seconds,mouse_movement_events,form_paste_count,applications_from_device_last_24h,applications_from_ip_last_24h,income_employer_consistency_score,identity_consistency_score,is_fraud,fraud_type
25f5e024-b382-42b9-9b78-7f16b868630e,2026-05-03 09:27:58,36,48149.56,salaried,Waters-Owens,2800.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,id_25f5e024b382.png,ad5530086e427e16,aab9d9594d457d1d,162,214,0,1,1,0.77,0.887,False,
a1ada9ae-a8c2-41ea-9d25-30cc8d5cd012,2026-05-03 09:37:33,33,50839.59,self_employed,Jones PLC,10400.0,home_improvement,Insulating the attic and replacing the drafty front windows.,,00012ff40bd6135a,f2e1f80582779032,112,109,1,1,1,0.655,0.699,False,
3ef0130b-957f-4ebd-9846-9a04025e0f7e,2026-05-03 09:38:17,18,34466.24,salaried,"Beck, Brown and Miles",7300.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,138103b2512939b2,9c7928e1f8c964c5,243,62,0,1,1,0.779,0.757,False,
60d151af-5a1f-4367-b979-d20374557933,2026-05-03 09:45:31,25,29059.8,salaried,Ware-Fuentes,8700.0,other,Covering legal fees for an ongoing family matter.,,d1472eb737bedf57,86988dd08d4c53be,156,101,0,1,1,0.778,0.904,False,
4fe3f05b-ce03-4afb-a037-3e3cc5b3d456,2026-05-03 09:50:02,40,16070.75,unemployed,NOT_EMPLOYED,5700.0,home_improvement,Insulating the attic and replacing the drafty front windows.,,45d544fce04f8e18,c4665142fd149027,191,56,1,1,1,0.887,0.807,False,
35b79b61-9b38-46cd-b494-34b9dff5a94c,2026-05-03 09:55:58,40,26921.55,gig_worker,"Beck, Brown and Miles",1800.0,medical,Need to cover my mother's cataract surgery not covered by insurance.,,ca1812a51ea5cee3,2a0219662723cfcc,162,200,0,1,1,0.605,0.317,False,
87bf205e-733c-40f6-a2a8-8cacc6e0268c,2026-05-03 10:09:52,33,18152.17,salaried,Waters-Owens,2900.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,6bac1846ad1cfb09,1f70d3655a0f08db,190,131,0,1,1,0.659,0.956,False,
ead2daa3-2d3c-4e9d-9470-e9e1150ffde9,2026-05-03 10:13:00,29,91195.89,salaried,Golden-Blair,18600.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,4bc0efca407c889f,35456b617155e3f1,25,50,2,1,1,0.705,0.852,False,
3e255ceb-eabd-442f-91e3-bb16342e7d7c,2026-05-03 10:13:04,36,40610.08,salaried,Olson Group,13700.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,d9a464a59172e623,058fbb2b8a602870,25,172,2,1,1,0.736,0.771,False,
77e2dc11-6a38-45af-ac0f-2346c7378ede,2026-05-03 10:16:49,18,40238.95,self_employed,"White, Perkins and Fowler",9400.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,41d28ad29f179f0d,65b4097b850fa895,128,217,2,1,1,0.931,0.582,False,
b3997822-d60f-4ca6-9de9-89939efc9277,2026-05-03 10:22:34,43,47304.29,gig_worker,"Lane, Maldonado and Griffin",11400.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,d734b11bc5f79524,126b9ec81ebe2110,200,50,0,1,1,0.795,0.716,False,
bfee80b9-fd75-49cb-b702-b054ce3d1b9f,2026-05-03 10:25:16,28,141174.09,salaried,Davis-Joseph,34500.0,medical,Need to cover my mother's cataract surgery not covered by insurance.,,1b690b8ae8aa00b6,794d7ec286fe601a,217,160,2,1,1,0.887,0.805,False,
2be7cbf3-3a0a-4b54-80eb-810dc85bb9f1,2026-05-03 10:25:23,29,94869.79,self_employed,Rosario-Hernandez,50000.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,535d040ce185fc49,3bc20e91233b9188,208,289,2,1,1,0.632,0.763,False,
e9dcf28d-fecd-46b3-a2b0-fe16da2c624a,2026-05-03 10:25:25,18,41639.91,salaried,Peterson-Bell,10400.0,home_improvement,Replacing the roof before the winter rains get in.,,72f2bd7c319f19f9,350c6ebb34ee60cf,208,149,0,1,1,0.5,0.791,False,
4b60567a-bdf8-43e1-abb6-958445dabc7e,2026-05-03 10:27:29,44,15000.0,unemployed,NOT_EMPLOYED,3600.0,other,Funeral expenses for my father earlier this year.,id_4b60567abdf8.png,eaeeececd6786ccf,31c77d9cb583d838,211,119,0,1,1,0.284,0.692,False,
60f60c0b-0413-49e5-af10-de237f0bd112,2026-05-03 10:33:20,18,72827.31,self_employed,"Beck, Brown and Miles",30600.0,other,Emergency repairs after a pipe burst in the basement.,,9ab3c6530d063398,df4d6d5076df4d49,219,264,0,1,1,0.829,0.545,False,
6df4f2c2-d188-425d-ae6b-515bed54ecf8,2026-05-03 10:36:56,42,51093.27,self_employed,Riley-Bryant,17100.0,education,Trade school tuition for HVAC certification starting in the fall.,,6ebf21be1f787c9e,dcc558a5bc8e407f,167,200,0,1,1,0.689,0.884,False,
1e7485f6-f5d9-443d-aae1-6e088c4b0b6b,2026-05-03 10:38:34,55,57495.3,self_employed,Fisher-Hayden,22400.0,education,Funeral expenses for my father earlier this year.,,bcf949d8d40df64a,b07b99c0d4dbd844,144,234,0,1,1,0.063,0.693,True,income_mismatch
c3e54b8e-a22a-4e00-8be7-469e5553f854,2026-05-03 10:55:11,38,50950.84,salaried,Garcia PLC,22900.0,medical,Emergency room bill from a hospital stay earlier in the year.,,0ac0f85534e526bb,5b6e167de7971082,258,165,3,1,1,0.696,0.642,False,
5839beb8-9477-4b04-8fae-f72a7e0952c9,2026-05-03 10:57:18,60,62026.74,salaried,Mccoy PLC,15700.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,04ba805c88d57892,06f914fd160c09bb,188,185,0,1,1,0.716,0.751,False,
4a5e0d5b-81f5-434f-ae03-7f285caec28d,2026-05-03 11:04:36,47,56733.5,self_employed,"Knight, Benton and Vaughn",8900.0,home_improvement,Adding a second bathroom now that both kids are teenagers.,,022eccc0fed4d65c,14bdef0ca32f6794,151,175,0,1,1,0.668,0.885,False,
722d370c-5894-4c53-a6a2-a5053ccd8118,2026-05-03 11:08:57,43,37281.8,salaried,"Ramirez, Perry and Howard",17400.0,home_improvement,Replacing the roof before the winter rains get in.,,c4d794df04499ad7,31f18c9ae688024c,176,140,2,1,1,0.612,0.911,False,
6d039fb9-ec3e-4828-8d34-701ec18f28ef,2026-05-03 11:10:32,31,51043.33,salaried,Ward-Wright,7900.0,education,Trade school tuition for HVAC certification starting in the fall.,,97c4efedb68cbb93,668012c2ba4f87f6,338,190,0,1,1,0.778,0.762,False,
82968b96-8ddf-491b-9732-012f60e7c7e6,2026-05-03 11:12:47,28,58421.66,self_employed,Olson Group,28600.0,debt_consolidation,Paying off high-interest store cards that got away from me last year.,,b1028440f9e2f18c,d734acfd282d8d04,170,205,1,1,1,0.787,0.587,False,
7470acab-cd9c-4a7f-a4cd-b389bfdd30ed,2026-05-03 11:16:50,38,117615.25,salaried,"Lane, Maldonado and Griffin",24900.0,home_improvement,Furnace finally died and we need a new heating system installed.,,b309e9a0fe6f257f,a8ba08f9ba5c83db,182,262,0,1,1,0.658,0.785,False,
bffb425e-272c-4227-bc05-81839e6aca08,2026-05-03 11:21:59,36,192228.49,self_employed,"Knight, Benton and Vaughn",34600.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,be299ccb560ee1f8,3ede9ca69985e41d,120,83,1,1,1,0.92,0.725,False,
e6bcb9ea-16b8-4287-a70a-230a59e504da,2026-05-03 11:23:46,26,49614.84,gig_worker,Gould-Foster,9300.0,other,Funeral expenses for my father earlier this year.,,a50c3b16991aefea,7015959f7f632b3c,115,126,2,1,1,0.839,0.733,False,
47ddd3a5-e71b-4562-88b6-352d8753a930,2026-05-03 11:32:28,44,32694.66,gig_worker,"Lane, Maldonado and Griffin",2600.0,other,Moving costs and a security deposit for a new apartment.,,e2c79381b5912108,6af6e5a4ea04fc65,117,160,2,1,1,0.708,0.795,False,
72c36fb1-ef7d-400a-9184-85ca66f9566e,2026-05-03 11:38:03,28,69062.66,self_employed,"Brown, Harris and Becker",17600.0,education,Paying for a nursing certification course and the exam fees.,,fccc3a0ca4493a76,5596c63daeb1f7e4,279,56,1,1,1,0.641,0.659,False,
fdcd78d6-683d-4572-b34d-05b819761be9,2026-05-03 12:01:52,48,66762.6,self_employed,Hernandez Ltd,14100.0,other,Relocating across the state for a new job starting next month.,,36148ab68f8a85cd,dce5324b46399175,315,155,0,1,1,0.69,0.87,False,
71b4f939-2d09-43f3-a28a-03f102231e2a,2026-05-03 12:01:53,34,116365.43,self_employed,"Barnes, Sherman and Hernandez",6200.0,home_improvement,Furnace finally died and we need a new heating system installed.,,d3a07899dee0027b,c74c806f1bb20bc7,221,162,0,1,1,0.765,0.84,False,
ada35799-7109-4547-8748-48efcb905aaa,2026-05-03 12:23:14,44,44306.35,salaried,Kelly-Carr,8600.0,home_improvement,Insulating the attic and replacing the drafty front windows.,,993f09cfd07b5e6e,bf35dc8f62febea7,141,195,1,1,1,0.872,0.945,False,
bdff206f-cdea-4f04-83ed-46228b5469c7,2026-05-03 12:24:09,19,35248.82,self_employed,Lynch-Jones,4400.0,medical,Covering the deductible for a knee replacement scheduled next month.,,0f13b4d535fb1029,b94c9fc06b0fbbc2,131,73,1,1,1,0.778,0.727,False,
e1634b87-752a-47fc-8e04-1f5cd900113b,2026-05-03 12:25:11,34,23098.96,gig_worker,Duncan PLC,1400.0,education,Trade school tuition for HVAC certification starting in the fall.,,1947018a2135543a,5af82631aa041a34,71,212,0,1,1,0.874,0.705,False,
caf423aa-6a55-4fa9-ae31-5c1b90d845ae,2026-05-03 12:32:03,28,77989.55,salaried,Duffy Group,10500.0,other,Replacing my car after the transmission failed.,id_caf423aa6a55.png,dd7eb44616eb4957,806c5f7f4a0e6030,226,206,0,1,1,0.181,0.913,False,
2cfe2b22-29f3-46eb-a1d2-57597b733345,2026-05-03 12:39:19,46,52207.84,salaried,"Beck, Brown and Miles",7900.0,business,Purchasing commercial baking equipment for the shop.,,ec64f477e4625558,f245446678c30ba6,236,200,0,1,1,0.68,0.669,False,
63817070-86b1-4868-90df-ce0902349ce4,2026-05-03 12:47:41,37,41810.64,gig_worker,Cherry Inc,10900.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,e08e50535b788b91,f3e02ee7729bfd00,223,147,0,1,1,0.793,0.816,False,
f596187e-4522-49a9-8cf8-8377d5b6eee5,2026-05-03 12:47:54,18,29480.19,unemployed,NOT_EMPLOYED,17000.0,other,Replacing my car after the transmission failed.,,344d347b94e8e008,a9f4990e40a7f936,150,116,1,1,1,0.598,0.718,False,
307ac3c2-6158-434e-a2d7-051f83e8fd76,2026-05-03 12:48:06,38,25310.96,salaried,"Garrison, Roberts and Thomas",6000.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,291b68b44675da8e,677603dc2ec3d135,47,7,11,1,1,0.417,0.68,True,session_anomaly
3168d8e6-357e-443d-be01-6fd72fb0da9d,2026-05-03 12:51:38,27,16837.41,gig_worker,Waters-Owens,3300.0,education,Tuition for the final year of my part-time accounting degree.,id_3168d8e6357e.png,77aff2b42747504a,9299184b303b1155,184,221,0,1,1,0.911,0.8,False,
481dea15-1d9f-4ef6-ac43-4ee60b8e9668,2026-05-03 12:53:45,28,145643.59,salaried,"White, Perkins and Fowler",16800.0,education,Trade school tuition for HVAC certification starting in the fall.,,beca045b47f20029,66c65d555ac08f17,336,246,0,1,1,0.872,0.558,False,
6bb7f901-f02a-4241-99ae-60c584e7232d,2026-05-03 13:08:09,42,53040.12,salaried,"White, Perkins and Fowler",18100.0,business,Fitting out a small studio space for my design practice.,,d70b0410f06a931e,7d01d750f53a67b4,318,238,0,1,1,0.367,0.843,False,
9f56c9b2-8c92-45fe-9748-485475a7aa95,2026-05-03 13:09:30,42,41137.29,salaried,"Lane, Maldonado and Griffin",22100.0,home_improvement,The kitchen still has original 1980s wiring and needs a full rewire.,id_9f56c9b28c92.png,e225b9e0f782ac87,b91b82f802974fc9,148,261,2,1,1,0.774,0.914,False,
4d2e2124-1341-4def-8923-38283f421221,2026-05-03 13:12:08,24,50941.81,salaried,"Yates, Long and Ross",26400.0,medical,Covering the deductible for a knee replacement scheduled next month.,,8e34ecb5c943fe74,2185e996d672f493,197,154,1,1,1,0.678,0.925,False,
bc1b55c2-2d89-4623-9269-ecb6d9084d57,2026-05-03 13:14:50,34,15000.0,salaried,Lynch-Jones,5300.0,other,Funeral expenses for my father earlier this year.,,edc628616e79da40,03c8424758681f5f,223,108,0,1,1,0.85,0.925,False,
08e59743-3d66-48fc-88f8-32792387aeb9,2026-05-03 13:17:36,24,32842.22,gig_worker,"Barnes, Sherman and Hernandez",12800.0,home_improvement,Insulating the attic and replacing the drafty front windows.,,a23c08c1df68771c,1a57bd437e0e48de,184,191,1,1,1,0.634,0.819,False,
73f186d1-0353-48f6-b892-e830c3bb95ea,2026-05-03 13:19:30,43,104669.95,salaried,Rangel-Crawford,40900.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,d6be5d5be0af289a,9c16b5d99880f2bc,194,268,2,1,1,0.71,0.708,False,
2e6869af-7ed7-4039-97b6-5a4491dbe2a5,2026-05-03 13:33:31,31,25819.92,gig_worker,"White, Perkins and Fowler",5800.0,home_improvement,Insulating the attic and replacing the drafty front windows.,id_2e6869af7ed7.png,dd41e9b8f602b98f,75560de76916065e,92,244,8,1,1,0.682,0.728,False,
2524e2a0-1163-444c-9373-71745b4b44db,2026-05-03 13:38:33,36,24709.49,gig_worker,Baker Inc,5500.0,home_improvement,The kitchen still has original 1980s wiring and needs a full rewire.,,d078408c095a6b01,12e3ec6d2285302d,161,97,1,1,1,0.587,0.944,False,
977da991-b8ec-412e-921e-71adaf373b0f,2026-05-03 13:45:22,49,52108.11,salaried,Duran PLC,12500.0,education,Paying for a nursing certification course and the exam fees.,,bdab8a01d644a845,186927c9f3bcbbdf,166,225,0,1,1,0.808,0.76,False,
80de18e1-7b45-44a0-824e-ec710ec86dbf,2026-05-03 13:45:55,29,52879.74,self_employed,Diaz Inc,5300.0,business,Upgrading the point-of-sale system across both storefronts.,,eb716abe3e01caec,0d779d138a2647f0,239,203,1,1,1,0.738,0.756,False,
a2547035-b82f-4346-8f94-a8082b1bfe4f,2026-05-03 13:47:07,23,27491.83,self_employed,Herrera LLC,11400.0,debt_consolidation,Need to clear revolving balances before the promotional rate expires.,,2c67406665e0f3e8,8dbdadb0a4fc8f70,273,176,1,1,1,0.897,0.897,False,
d4af5ae8-e22e-4372-817b-c897b807f33f,2026-05-03 13:56:28,28,15000.0,unemployed,NOT_EMPLOYED,3200.0,medical,Need to cover my mother's cataract surgery not covered by insurance.,,dc69097930ec1c16,d5b4d1297c19e402,123,267,0,1,1,0.737,0.625,False,
e0adf89b-9f02-4630-9adb-55e53dfff23f,2026-05-03 14:04:22,57,26633.2,salaried,Gould-Foster,6300.0,debt_consolidation,Combining my outstanding debts so I only track one due date.,,125794b6d1fa091d,b8c9e1b2e4439674,159,225,0,1,1,0.866,0.785,False,
9a716df2-a88e-4088-b788-ad2cafcfda69,2026-05-03 14:07:39,38,15952.72,unemployed,NOT_EMPLOYED,1200.0,medical,Paying for physical therapy sessions my plan stopped covering.,id_9a716df2a88e.png,7b56ee8f99b33f5a,19ca23d9c96630b3,123,89,1,1,1,0.659,0.909,False,
c8829d9e-993b-48be-80db-4de2b4dc6f2c,2026-05-03 14:09:48,67,30496.28,salaried,"Clements, Pena and Singh",2700.0,education,Tuition for the final year of my part-time accounting degree.,,f8b0f19838d34daf,582f3eab9d013a36,214,185,1,1,1,0.825,0.862,False,
e32945f7-2145-4079-bfa2-190128edc8ee,2026-05-03 14:12:51,30,52066.83,salaried,Baker Inc,8400.0,debt_consolidation,Refinancing card debt at a lower rate to stop the interest snowballing.,,2ce4c11ec68a48a3,2349129777bd9fb0,135,197,0,1,1,0.852,0.651,False,
6f0a888f-582b-451a-9d72-bd4b9349effc,2026-05-03 14:19:58,30,58774.95,gig_worker,Barnes LLC,26600.0,education,Graduate program fees not covered by my employer's assistance plan.,id_6f0a888f582b.png,37b25cc7be466440,15d1a0450caceb62,291,178,1,1,1,0.577,0.802,False,
fe942ac6-2722-4844-9043-30b85246852a,2026-05-03 14:23:18,51,96766.33,salaried,"Clements, Pena and Singh",10300.0,business,Purchasing commercial baking equipment for the shop.,,f3663506190d3137,e5d51698308bf388,263,296,2,1,1,0.701,0.865,False,
5a885e33-b207-412d-a99f-77b0584848ed,2026-05-03 14:39:38,41,49745.1,unemployed,NOT_EMPLOYED,32500.0,debt_consolidation,Rolling two personal loans and a card balance into a single payment.,,913973e9b9216a0f,4f7406fb2b104dc2,193,226,0,1,1,0.568,0.903,False,
2b582097-4317-49a6-836b-3e3f11155a49,2026-05-03 14:48:17,50,157058.93,self_employed,Garcia PLC,49900.0,other,Funeral expenses for my father earlier this year.,,114d543f887ed3e9,f78be4345746959b,216,150,0,1,1,0.837,0.909,False,
66e7f3d7-0745-4bd8-a6d9-987b9504ef16,2026-05-03 14:50:42,47,24594.64,gig_worker,"Lane, Maldonado and Griffin",5900.0,home_improvement,Furnace finally died and we need a new heating system installed.,,f5ad26dda0a78077,d2fbd60735ea26cb,94,185,1,1,1,0.792,0.728,False,
3e548f6d-6394-4991-bba6-ceaf6f5c9f65,2026-05-03 14:51:22,60,22563.64,salaried,Herrera LLC,4100.0,medical,Dental implants after an accident; insurance covers only a fraction.,,195855cbb06848b2,a85b0d8343c90752,167,158,2,1,1,0.86,0.627,False,
2e67a6da-90e4-486c-949f-57ca9b148305,2026-05-03 15:00:16,31,27400.0,gig_worker,"Beck, Brown and Miles",2700.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,ab9ee490cf8d8f30,921cb00615072e61,169,140,3,2,2,0.712,0.719,False,
0e398329-f293-4a96-8b8e-8c79c9278736,2026-05-03 15:06:35,54,212194.73,salaried,Lam-Deleon,16200.0,debt_consolidation,Paying off high-interest store cards that got away from me last year.,,42b13c461e721bf8,d4bddc77d97130b7,178,133,2,1,1,0.723,0.802,False,
9cf14a2a-0fb1-453b-884e-bd8ed6d98600,2026-05-03 15:08:37,27,63418.57,salaried,Ray Group,7500.0,other,Funeral expenses for my father earlier this year.,,bbf4b083e731eeeb,0c3ba030252b7257,143,222,2,1,1,0.955,0.984,False,
1b9a51d9-0ead-4258-adfc-3d7671885b8f,2026-05-03 15:10:59,41,20955.37,salaried,"Ramirez, Perry and Howard",4800.0,medical,Paying for physical therapy sessions my plan stopped covering.,,53eb279b30049f32,5fe3de7bd0aa5b45,145,120,2,1,1,0.658,0.801,False,
7fdee70e-b0d8-4d81-ae28-536f2132f164,2026-05-03 15:14:35,32,15000.0,unemployed,NOT_EMPLOYED,1000.0,education,Enrolling in a six-month software bootcamp to change careers.,,0cd9f4a53aef6891,e07d7f27ab5b4435,352,13,0,1,1,0.78,0.538,False,
6aee9980-fbbd-4d23-98fc-c7020ff2f347,2026-05-03 15:20:35,37,31184.97,self_employed,Peterson-Bell,4700.0,education,Graduate program fees not covered by my employer's assistance plan.,,ca962edd89a4a7ab,dd787182e0f67320,92,147,0,1,1,0.926,0.91,False,
c680d308-4cab-4a16-9301-48319a0e73c1,2026-05-03 15:28:58,57,170407.08,self_employed,Andrews PLC,13100.0,home_improvement,Repairing storm damage to the back deck and the fence line.,,3be66e31951aa54e,deddd9658948f8e0,261,198,1,1,1,0.742,0.808,False,
049a0a5a-0224-4dc7-86e6-effdedddff3b,2026-05-03 15:40:33,27,17433.95,salaried,"Yates, Long and Ross",2300.0,education,Graduate program fees not covered by my employer's assistance plan.,,242ab9768025ee9f,5f72d50233e11af8,280,140,0,1,1,0.643,0.449,False,
00bc64d9-6837-4d79-8b65-dbae9e9f9958,2026-05-03 15:50:59,46,96725.45,self_employed,Mccoy PLC,22600.0,education,Covering my daughter's first-semester tuition and textbooks.,,db1d2cac1f0bb999,291400ceda5ebc3c,116,141,0,1,1,0.891,0.814,False,
48a40d7f-a170-4fcd-8f6b-d65d16c0681f,2026-05-03 15:58:51,45,37179.85,salaried,Olson Group,2100.0,debt_consolidation,Consolidating three credit cards into one fixed monthly payment.,,f5d7a3015a52cd89,5f1f804dabdd977e,247,161,0,1,1,0.636,0.722,False,
32a286c8-97dd-4135-969a-8f83567e41aa,2026-05-03 16:07:08,52,31394.84,unemployed,NOT_EMPLOYED,16900.0,education,Covering my daughter's first-semester tuition and textbooks.,,893834e25fa98b96,c978007f00cac980,113,245,0,1,1,0.717,0.758,False,
d88ed92f-ffe8-4f12-aae8-a5a974d8b1e3,2026-05-03 16:13:48,43,50254.5,self_employed,"Lewis, Miller and Barnes",5400.0,business,Purchasing commercial baking equipment for the shop.,,ab9ee490cf8d8f30,921cb00615072e61,189,251,3,3,3,0.793,0.577,False,
6c782931-720c-4596-9a77-30feaa91c4f5,2026-05-03 16:14:59,46,17164.08,salaried,"Beck, Brown and Miles",7800.0,home_improvement,Replacing the roof before the winter rains get in.,id_6c782931720c.png,e3e49620a5a0a378,e07188398e03f137,25,153,1,1,1,0.897,0.916,False,
d0c93338-a5dc-4f74-9e0a-a4022298036c,2026-05-03 16:15:14,48,63424.8,self_employed,Davis-Joseph,22700.0,business,Fitting out a small studio space for my design practice.,,8a4bdbf1182f724d,94c0e3daec9089d4,163,259,2,1,1,0.825,0.571,False,
